timestamp,position
6:37,"11044, 3303"
8:27,"12705, 7397"
10:29,"11944, 2652"
12:32,"13998, 4138"
14:33,"13097, 3653"
15:51,"7331, 7511"
16:49,"8202, 7860"
19:52,"4935, 5342"
27:31,"4869, 9241"
29:08,"9533, 5591"
33:08,"6549, 7875"
34:37,"9786, 9830"
