timestamp,position
4:03,"13321, 3869"
7:38,"13284, 4507"
8:21,"12275, 7967"
12:30,"13783, 3883"
12:32,"13987, 4086"
13:38,"12998, 3377"
15:48,"7292, 7954"
18:33,"5936, 7462"
22:26,"6044, 1068"
24:35,"3235, 8244"
27:24,"4023, 7268"
27:28,"5339, 8870"
29:07,"9344, 5667"
34:35,"9927, 10025"
34:35,"9724, 9698"
34:35,"10243, 10112"
