MatchID,SummonerID,SummonerTeam,Champion,Level,TotalBuildingDamage,DamageToChampions,DamagePerMinute,CSPerMinute,GoldPerMinute,BaronKills,DragonKills,RiftHeraldKills,InhibitorKills,TowerKills,Win
NA1_4860961591,4,Blue,Samira,14,3636,21172,670.64,4.94,362.18,1,2,0,0,4,False
