timestamp,position
4:11,"12814, 2930"
4:13,"12574, 2802"
8:54,"10733, 4922"
8:55,"10697, 5418"
12:29,"11867, 3221"
16:18,"6831, 4020"
18:28,"7847, 7253"
20:55,"6634, 6629"
31:19,"5714, 5718"
