timestamp,position
7:26,"12130, 2693"
17:15,"5269, 5159"
19:42,"10077, 8322"
20:52,"7174, 6599"
22:06,"8251, 6408"
23:11,"4856, 3586"
25:55,"9990, 3140"
28:18,"8252, 8328"
31:23,"5338, 5296"
