timestamp,position
3:24,"12016, 1171"
3:33,"12775, 1793"
6:25,"13413, 2994"
6:32,"13601, 3634"
8:08,"13482, 3042"
11:16,"13983, 4109"
12:38,"11246, 4436"
12:43,"11365, 5702"
16:56,"12633, 1824"
19:17,"7349, 7294"
20:41,"7852, 7373"
23:40,"10387, 10591"
23:48,"10099, 9704"
26:35,"6134, 11326"
28:14,"13905, 11049"
28:31,"13250, 10431"
