timestamp,position
14:23,"12139, 3443"
17:34,"14118, 4644"
19:22,"7481, 7359"
20:48,"8350, 8134"
20:51,"7776, 7773"
22:51,"5059, 7855"
25:55,"5082, 9116"
26:20,"5788, 8498"
26:37,"5820, 11123"
28:11,"13826, 9574"
28:25,"13135, 11402"
