timestamp,position
2:52,"10529, 868"
15:25,"12623, 2159"
16:16,"8027, 5145"
17:59,"11883, 1238"
18:01,"10866, 1181"
20:33,"7679, 9931"
22:23,"8789, 3503"
24:18,"7919, 7744"
