timestamp,position
4:30,"12062, 3396"
4:35,"11393, 1889"
7:42,"13469, 2511"
24:19,"8283, 7920"
26:53,"13412, 11088"
27:15,"10694, 7684"
27:35,"9657, 5495"
29:22,"12980, 12328"
29:28,"13880, 13088"
