timestamp,position
7:42,"13586, 2666"
12:21,"13222, 3309"
16:26,"8459, 4848"
18:04,"11346, 1695"
19:35,"13640, 3497"
22:28,"9384, 3676"
24:19,"8644, 7606"
27:31,"11022, 5492"
29:18,"13289, 11857"
