timestamp,position
7:24,"10371, 2889"
7:32,"10810, 2382"
9:14,"12221, 2486"
9:58,"12580, 1715"
15:53,"12029, 2165"
17:21,"10888, 3314"
19:20,"7023, 7125"
20:03,"10329, 2581"
34:29,"5744, 5976"
