timestamp,position
2:14,"13696, 3294"
2:21,"13544, 3840"
4:44,"12086, 1922"
4:49,"12930, 2295"
8:29,"13074, 2835"
15:20,"6272, 10196"
16:30,"5811, 13219"
17:06,"11926, 11207"
18:44,"11313, 12075"
18:48,"12375, 12384"
19:00,"12989, 13714"
19:19,"11804, 11407"
23:26,"12434, 13157"
