timestamp,position
8:32,"13468, 3420"
9:51,"11704, 1486"
14:01,"12605, 5535"
15:17,"9653, 9639"
17:07,"11977, 11222"
17:09,"12661, 11753"
18:42,"10160, 10523"
18:53,"12831, 12697"
19:22,"12830, 11682"
22:44,"9973, 8765"
23:34,"13509, 12593"
25:40,"13442, 12672"
