timestamp,position
10:54,"12713, 1288"
13:47,"11213, 1925"
18:19,"7142, 6800"
33:09,"4812, 5024"
35:22,"5173, 5210"
35:27,"5604, 6162"
35:29,"6111, 6167"
35:29,"6949, 6660"
37:29,"1687, 6325"
39:03,"4776, 10018"
39:11,"3606, 9212"
