timestamp,position
2:41,"11157, 1543"
5:28,"10576, 1279"
6:29,"10682, 5283"
15:50,"12749, 2283"
18:20,"7444, 6232"
20:07,"6271, 6123"
27:24,"7400, 6742"
31:58,"10409, 4767"
39:12,"3591, 8997"
