timestamp,position
2:57,"11791, 2707"
7:34,"10363, 4888"
7:41,"10822, 3555"
13:24,"11435, 1305"
13:36,"12748, 2842"
16:13,"8080, 8322"
24:43,"10083, 9784"
30:11,"7813, 7406"
