timestamp,position
4:37,"11566, 1899"
7:23,"13278, 2801"
7:25,"13417, 2969"
12:05,"13429, 2458"
12:08,"13294, 2756"
20:54,"5797, 4964"
24:21,"3960, 3969"
25:56,"10138, 6905"
26:59,"3591, 6173"
27:05,"4687, 4111"
27:06,"4691, 4110"
27:07,"4226, 3940"
