timestamp,position
8:18,"13572, 4774"
10:07,"12643, 2170"
13:34,"12051, 5153"
17:44,"10210, 9901"
19:53,"11050, 7592"
21:02,"7954, 10169"
22:17,"7556, 9673"
25:16,"13213, 12606"
