timestamp,position
3:10,"13724, 4088"
5:37,"12386, 2903"
7:16,"13783, 3191"
9:07,"13790, 3128"
10:43,"13387, 2568"
14:40,"7199, 7865"
17:38,"6741, 6275"
19:16,"8450, 10082"
27:41,"11565, 8463"
28:35,"11957, 11851"
28:37,"12913, 11293"
33:55,"11017, 11061"
